step,transactionID,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
13788,096ef866-cce4-4991-8bb9-67eb0e94b0c8,PAYMENT,2821.8,2927.18,105.38,1766.4,4588.21,0
13537,3ea7368f-1b6c-4e85-8ca6-ea50f7df3a7e,CASH_OUT,267.28,322.53,55.25,2806.65,3073.93,0
6131,5edb5019-b5d0-4cb1-9165-5f26bd07b6b5,PAYMENT,448.52,451.09,2.57,2518.99,2967.51,0
10069,d307888b-84b5-4ec1-819c-1d21173f7075,PAYMENT,1771.29,1887.68,116.39,739.08,2510.38,0
18947,61c0169f-6dea-4dc4-97a0-d40c892fa2ae,CASH_OUT,3416.25,3483.51,67.26,571.42,3987.67,0
159,5e246c02-1680-401e-95d2-5c6e3f5b4dad,CASH_OUT,87.61,153.99,66.38,36.8,124.42,0
17360,38ec59f9-4b33-4eb5-b281-c61d96f0f3d9,CASH_OUT,308.16,338.62,30.46,2880.74,3188.9,0
1947,404666bf-0d74-42e8-99db-41c08c974bb3,TRANSFER,902.31,1022.79,120.48,4335.94,5238.25,0
11133,eaf095e1-db01-4746-b228-77d6d24ff0f7,CASH_OUT,1556.55,1639.3,82.75,1631.09,3187.64,0
13174,af0278d6-611c-48b8-bfd7-65c412e34dd9,CASH_OUT,3061.24,3096.23,34.99,1951.66,5012.9,0
16311,42966bfe-b9e5-4346-b81d-dd113e661eec,TRANSFER,88.8,167.64,78.83,4990.29,5079.1,0
4077,311da85c-dab3-440c-bea4-a74a31da7be7,TRANSFER,426.55,433.05,6.5,3001.62,3428.17,0
8909,7cad4dfb-c249-49af-8b8a-01e98dabedba,PAYMENT,659.96,799.3,139.34,2275.8,2935.75,0
6436,92f69425-5313-463c-8488-d826021a888b,TRANSFER,1281.07,1290.97,9.9,4641.89,5922.96,0
12812,56fd82f8-5264-46d5-80d9-dff77a0c34b3,CASH_OUT,358.05,375.26,17.21,1310.73,1668.79,0
18029,9dbfe622-4e2c-45dc-a43b-b0e39f6a3dd1,CASH_OUT,397.22,420.51,23.29,2663.04,3060.26,0
126,1ce0070c-dd29-4c4f-a5d4-ec8e7a16b1b2,TRANSFER,3501.21,3661.85,160.64,1623.03,5124.23,0
15135,c0e5bb3e-6032-4e65-a1bd-dcb3d5c7f15b,PAYMENT,141.38,234.11,92.73,1131.03,1272.41,0
6650,b88ee279-03bd-4150-9e66-50408c9d3309,TRANSFER,1303.49,1365.93,62.44,464.62,1768.11,0
6651,22dbab0c-c10c-4da0-80a1-daf9df337058,TRANSFER,738.39,811.2,72.82,3040.11,3778.49,0
19084,512784a9-d710-475b-a750-2f77bf9d9c5f,TRANSFER,1126.09,1294.68,168.59,420.54,1546.63,0
17654,4c58d901-2a1f-40c0-8f46-8058452eb192,TRANSFER,1804.73,1997.94,193.22,22.24,1826.97,0
11925,83a655cb-ef0f-4495-8d9f-862dd7dd95af,CASH_IN,2354.3,2388.74,34.44,7543.21,9897.51,0
3776,70547f94-c953-4ac2-8143-54c31f5f14ae,DEBIT,596.67,719.2,122.53,4659.3,5255.97,0
15257,439d4286-bfc7-4488-ad7b-21c8b437f949,CASH_OUT,193.37,316.08,122.71,5763.94,5957.31,0
16702,a9871999-c3d0-49b4-b18d-ec4448fd03d0,CASH_IN,57.72,195.21,137.49,170.49,228.21,0
12141,c5ab7bee-476c-4106-ab04-875fe66cc195,CASH_OUT,591.05,632.42,41.38,597.9,1188.94,0
18258,86fa2852-1891-4edf-8b33-2b592a408162,CASH_OUT,1170.47,1250.42,79.95,322.42,1492.89,0
5128,cf6aed0a-cb54-434b-981c-df3503311e58,TRANSFER,296.03,393.72,97.69,192.89,488.92,0
17581,0547364f-a816-4a30-86d1-cf445e2e11ac,CASH_OUT,1000.23,1084.87,84.64,2279.24,3279.48,0
19342,a28a6ce3-a2f3-49ba-977c-266c5f09c61e,DEBIT,2581.6,2621.16,39.56,220.69,2802.29,0
6232,36dc26b9-480e-4bad-a286-9c5fc824ca20,TRANSFER,121.93,142.08,20.15,768.69,890.62,0
2462,d369ca05-212b-44d7-9f05-76d8f954a79a,CASH_OUT,1574.39,1580.77,6.37,229.73,1804.13,0
15414,737021a9-ddad-444d-998e-aff4c9ca54ad,CASH_IN,212.12,212.79,0.67,1455.11,1667.22,0
1600,289018fa-8a9c-4a20-b4f6-c6dc299e54ba,CASH_OUT,1674.58,1835.35,160.77,5124.89,6799.47,0
9286,f84e3feb-624e-418b-a534-9cb1c38ace01,TRANSFER,1034.24,1165.33,131.09,1421.88,2456.11,0
11609,5b9fe1ff-2e84-43ee-ad2d-ca4296c4c006,TRANSFER,2858.04,2968.72,110.68,8719.95,11577.99,0
16741,ae24fc65-8d85-4c0c-a5cd-5989e6e8cce1,TRANSFER,0.55,44.16,43.62,1006.04,1006.58,0
14414,a87fb375-9eee-411d-9720-992e90a471ed,CASH_OUT,1598.74,1690.61,91.86,7720.62,9319.36,0
2262,ef46249b-7d5d-48bb-8e34-02afabd67cfd,DEBIT,5.34,152.78,147.45,1560.06,1565.39,0
13165,32289d2d-3589-4b66-8106-ec2db1de1052,CASH_OUT,451.26,556.87,105.61,718.09,1169.35,0
15844,21fabcaf-9dba-45bf-bbc9-6a8c04b55bb7,CASH_OUT,804.95,874.16,69.21,1384.26,2189.21,0
11076,64d6fed5-ee39-40a4-821b-c8fdfeddff4c,CASH_OUT,848.92,890.8,41.88,284.2,1133.12,0
9915,78c65dd5-4875-4c0c-827e-b21cf1349da0,TRANSFER,1741.78,1878.43,136.65,1015.27,2757.04,0
8777,4ffb00d8-87eb-4f52-9376-6ec1f5e161c9,CASH_OUT,1385.17,1559.95,174.79,3556.3,4941.46,0
3952,3db31e1e-d7e2-4196-86bf-7508cf70c6b4,TRANSFER,770.15,785.56,15.41,1781.64,2551.78,0
8629,65aadc61-4d20-4516-93cb-ebb6c24ecc81,CASH_OUT,1240.99,1269.7,28.71,31.6,1272.6,0
9213,c3e78f17-c33b-4c3b-85c2-e0a842ee18b2,CASH_OUT,3031.62,3062.94,31.33,2780.8,5812.42,0
12125,91e4279b-962d-43f9-9eae-44d5d021c462,DEBIT,2115.13,2380.6,265.47,255.07,2370.2,0
15808,7164be82-710a-4d27-8500-65f0964e02e1,TRANSFER,16.44,20.27,3.82,2925.18,2941.62,0
18966,761450de-777d-48b3-b46c-5981e31fd12a,TRANSFER,40.49,171.1,130.61,6109.69,6150.18,0
9324,aa0f9e3a-8dbe-4156-93af-1061532a870a,CASH_OUT,728.04,2731.42,2003.38,6416.76,6799.82,1
7439,674aeb32-1038-444c-9baf-2cee4afe49e0,TRANSFER,430.45,535.61,105.16,190.63,621.08,0
9862,ef8a6bfd-9cba-459c-8d92-198e7fd8f48e,TRANSFER,692.4,717.76,25.36,2237.78,2930.18,0
19569,e7dffce4-eee9-44f6-a7a4-31f3ef374860,CASH_OUT,63.62,194.36,130.73,8381.27,8444.89,0
19639,eb97de59-94dd-43b3-97f4-0c5b488133e3,TRANSFER,134.52,300.33,165.8,58.74,193.26,0
17983,f2c608ea-d123-44e8-965d-5d1a00088e0e,CASH_OUT,520.54,521.18,0.64,1964.63,2485.17,0
6785,fe16c8d9-66ef-4a41-b2cc-faa74311b987,DEBIT,131.53,141.56,10.04,830.43,961.95,0
15142,d7a42b43-8596-4be7-8843-af01c9504932,PAYMENT,1207.24,1384.52,177.27,1398.56,2605.8,0
5295,1eee4f9a-4001-4801-80b0-60a004f28770,CASH_OUT,141.98,227.61,85.62,102.05,244.03,0
16299,f3b7fc6c-4b77-4a93-bd24-0eed6d645721,CASH_OUT,647.36,789.3,141.94,1185.38,1832.74,0
14449,d9e42927-6f40-4382-8ae2-5eabb002377a,DEBIT,200.29,251.94,51.65,3440.86,3641.15,0
12301,e9ffc82d-0c95-4430-8d8d-f045c018af66,CASH_OUT,61.17,63.87,2.7,559.69,620.86,0
15774,66e580e7-9e4f-427f-a2dc-c15f5d4ae9db,CASH_OUT,494.26,611.11,116.85,169.54,663.8,0
2295,4732d4b0-2309-4842-be75-18a2882804e6,TRANSFER,1726.25,1843.4,117.15,816.22,2542.47,0
8202,55f1ec16-ea16-4244-bc88-95fd39625864,TRANSFER,227.43,346.27,118.84,927.33,1154.76,0
7381,64b2ffd4-8ba8-4148-a97d-92ef53c12488,TRANSFER,258.82,303.37,44.55,2704.33,2963.15,0
9384,7e66df15-bca5-4d5d-a4d8-81b3091c0531,CASH_OUT,1829.34,1935.43,106.09,397.99,2227.33,0
14285,20c6fbb1-4f42-40fb-8603-acd97a87bb9d,TRANSFER,1524.08,1682.1,158.02,52.58,1576.66,0
18110,ca14a0d9-f9f7-4e49-9262-9c19b929c793,CASH_OUT,1614.78,1768.13,153.35,1136.06,2750.84,0
7910,eb24fe31-e978-44cc-954b-9854976af0cb,DEBIT,60.25,118.32,58.06,2230.62,2290.87,0
2423,00859518-8394-496f-a89c-e4b522114e12,CASH_OUT,1146.22,1154.46,8.24,1286.11,2432.32,0
11794,8bd99c37-8438-4ed1-a732-a8e910a16458,TRANSFER,1372.36,1518.41,146.04,1024.3,2396.67,0
6473,d372de57-2aa6-4729-bef0-ff5a47a83e06,TRANSFER,1660.44,1766.99,106.55,1399.94,3060.37,0
5418,333eb2f2-bc34-4767-bfa7-71e670a8870e,CASH_OUT,289.02,292.08,3.06,2326.29,2615.31,0
2958,e8abf6f9-3376-469f-9a7e-d4c638700e25,TRANSFER,604.89,647.03,42.15,4101.11,4705.99,0
6411,28ca8662-7c3f-45ba-ab6d-540087571963,TRANSFER,1568.99,1677.86,108.87,2448.21,4017.19,0
17309,2febd927-80b4-4329-a970-5249293fdd3c,PAYMENT,1276.86,1483.04,206.18,3208.71,4485.56,0
10798,c588b072-b12b-4e02-a9eb-ff696ca3386f,CASH_OUT,239.69,423.9,184.21,361.85,601.54,0
3380,bc62b6ce-822e-47c8-9d68-0a3856413d14,CASH_OUT,80.47,83.02,2.56,2419.11,2499.57,0
15619,e1ecf96c-d1d6-45ff-ab35-a283e7177844,PAYMENT,1563.82,1612.82,49.0,1587.69,3151.51,0
10234,7553f5d2-dc6d-470a-b19f-46dfadb2a261,DEBIT,1187.61,1232.35,44.74,755.77,1943.38,0
6160,717028aa-d6b1-43e7-9246-ae5b982fa44d,TRANSFER,694.46,756.94,62.48,57.22,751.68,0
7841,97d2607d-850b-44da-a7a0-fd997124fb0d,TRANSFER,136.67,288.87,152.2,1344.21,1480.88,0
17400,9365e0e5-e958-4b8a-92c6-73836be5f5a2,CASH_OUT,1008.31,1176.04,167.73,2297.18,3305.49,0
17459,856485af-7f78-47ae-848b-2b2e09a14619,TRANSFER,61.5,107.94,46.44,780.39,841.89,0
7120,b7da8b47-c000-4867-af3b-ec7ef4122b37,CASH_OUT,121.37,173.71,52.34,2884.72,3006.1,0
12689,a14d2429-02aa-4779-95c9-dc3bf26be3ff,TRANSFER,113.29,168.36,55.07,624.12,737.41,0
4980,fe4d75a3-bbe4-4d98-9375-ef3a6d823dd1,PAYMENT,4801.63,4806.15,4.52,176.67,4978.3,0
9096,35c50ba2-a3d0-4fcb-b731-84aac57ec584,CASH_OUT,416.37,471.72,55.36,2943.68,3360.05,0
1367,db01f3d4-750d-4d4c-99a2-b05ed161370d,CASH_OUT,772.87,895.0,122.13,2215.0,2987.87,0
10776,8d3f3c96-a80e-4809-8d5f-90c3cb061e01,CASH_OUT,84.01,178.96,94.94,4177.5,4261.52,0
8053,82e191a9-7c75-4b96-9cf8-69be52c77dca,CASH_OUT,1097.48,1167.24,69.76,8692.28,9789.76,0
4545,412db9c0-7afa-487d-9890-62166d1fb542,TRANSFER,66.85,131.46,64.61,3576.54,3643.39,0
10400,7db78338-85d3-47b1-b748-0a93a8d37356,PAYMENT,1548.68,1667.05,118.37,3911.24,5459.92,0
16819,56f27b50-cf69-49d3-9a70-c1d542db2af3,PAYMENT,2018.61,2086.4,67.79,1001.85,3020.46,0
8504,5078bd49-076e-4825-b9df-6812513582dc,TRANSFER,1422.9,1472.68,49.78,3036.23,4459.13,0
3659,dcebb7b6-ad2a-4c08-9482-859e571821ba,CASH_OUT,2895.09,2940.25,45.16,1472.72,4367.81,0
17067,48776f10-a0b2-4821-8b2a-2413b5411b7d,CASH_OUT,529.74,574.97,45.22,27.64,557.39,0
17984,e6b37723-d626-4b47-8ccb-350f0535e87f,TRANSFER,405.5,463.96,58.46,5092.76,5498.26,0
19672,3d685145-ac8e-44bc-973c-c5d62f9a8a32,CASH_OUT,322.7,408.11,85.4,2591.9,2914.6,0
3053,14d95791-6dd5-4183-af92-7373c7ad4114,CASH_OUT,792.73,838.13,45.39,5278.02,6070.75,0
13861,fb32733d-e20f-48a4-b39a-74babf83633e,CASH_IN,764.21,775.62,11.4,2997.28,3761.49,0
2702,d6a53cca-0faa-4552-a6bb-7f267b21cf2c,TRANSFER,476.73,587.04,110.31,1000.63,1477.36,0
19008,48cb1315-b767-4091-98c1-dc9652853848,TRANSFER,424.23,610.94,186.71,28.83,453.06,0
11587,6622c7dc-7d00-457f-8484-efbe18ab5f49,PAYMENT,259.9,341.09,81.19,4151.38,4411.29,0
11056,21dd1a46-ca1f-4429-b9fa-8ff40375115c,CASH_OUT,407.09,594.05,186.96,5318.18,5725.27,0
3210,686b1ef8-27fc-4489-8d0e-5ca34d5ea521,TRANSFER,1011.5,1196.94,185.44,1799.81,2811.31,0
3676,c60c5a0c-0e16-489b-8833-c8f43e27807b,CASH_OUT,279.94,444.69,164.75,2564.33,2844.27,0
9548,24d3f94a-6c60-4bb7-8303-a3574a256f45,TRANSFER,35.08,78.53,43.45,5440.68,5475.76,0
8654,fa8e9ae6-399c-4d2d-ad3e-e47bbe688759,CASH_OUT,413.99,423.21,9.22,1073.15,1487.14,0
3407,30ab791e-1835-450d-b13c-ee7de6325d54,CASH_OUT,1710.65,1761.17,50.52,1061.07,2771.72,0
3894,6bc204da-4c72-4ae4-9477-1b39cca50dff,CASH_OUT,262.99,276.04,13.04,1422.26,1685.25,0
18238,5bb10533-27f0-4e79-9b02-e4be0beecec3,TRANSFER,709.68,730.81,21.13,3695.86,4405.53,0
2278,4497444e-df08-434d-952e-782152cbc588,CASH_OUT,57.91,128.36,70.45,457.41,515.33,0
1911,932c7518-c6e2-4f8d-a968-f900738cf19d,CASH_OUT,980.87,1101.2,120.33,4388.99,5369.86,0
4482,c090ba27-8c50-4f32-b3fe-2948dc8aa4eb,CASH_OUT,1662.57,1714.62,52.05,667.75,2330.32,0
955,4954722d-8458-4982-8261-2d963c72716b,TRANSFER,662.91,677.51,14.6,2125.84,2788.75,0
8691,20e096a2-bd07-4708-a9e8-32107446a78b,CASH_OUT,2236.95,2397.64,160.69,2480.91,4717.86,0
3628,1516dc2c-50cf-4710-b854-a2b977a9338d,TRANSFER,1164.79,1207.56,42.77,4775.55,5940.34,0
12952,00fed6a7-8495-4e99-8d32-8bd6df950e5a,DEBIT,385.47,405.62,20.15,703.16,1088.63,0
10855,1445465e-2b27-4bab-be34-4e484f5b80e2,CASH_IN,840.1,919.96,79.86,4949.65,5789.74,0
3930,94f51b7b-3ec1-4fcb-8487-26200bbd8874,TRANSFER,503.57,584.6,81.03,866.9,1370.47,0
9921,8b5c9178-d11a-4f9a-9026-db6192b66acd,TRANSFER,2890.94,2940.33,49.39,2548.39,5439.33,0
1304,79f72a8e-c537-4696-b3dd-996c2b97c9be,TRANSFER,2252.59,2295.01,42.42,2144.59,4397.18,0
19098,fd084366-34a1-4bf6-99c2-0e3d56914af4,CASH_OUT,2929.24,2996.82,67.58,250.85,3180.08,0
634,38baff1d-af18-44e8-88fb-c69d966e8a30,CASH_OUT,254.17,279.39,25.22,854.97,1109.14,0
16214,3fb158ff-6ceb-41ed-90e0-12a8b66643ec,TRANSFER,501.8,549.21,47.41,1505.22,2007.02,0
6637,71d36a85-49fb-456f-adeb-cf894f570fa8,TRANSFER,5053.43,5067.13,13.71,594.6,5648.02,0
3137,37c95a0b-26c6-4cb2-bb07-bd95624feac7,DEBIT,365.6,456.68,91.08,1019.76,1385.36,0
14771,967253ef-bc50-46dd-a0ab-b3ef93572422,CASH_OUT,2285.82,2370.25,84.43,172.07,2457.89,0
17800,67d26b45-28da-4312-b003-e88f20fee6d7,PAYMENT,271.16,315.44,44.28,642.14,913.3,0
9486,9e5f3d5a-9852-405f-8c0f-346e1d00c6e2,CASH_OUT,150.49,206.14,55.65,3825.04,3975.53,0
10090,d7e3ae9d-8b82-4749-9f00-4225985a5078,TRANSFER,67.23,227.03,159.79,1903.27,1970.5,0
7266,19afbb4c-afc3-48e4-92ad-3275bb9432c5,DEBIT,14.62,57.24,42.62,4689.23,4703.85,0
688,0ef48838-e98e-4362-9989-a06f19068bb2,TRANSFER,993.47,1043.16,49.69,764.42,1757.89,0
16429,af74d25a-1aae-4061-9dcb-22daa6a4a504,CASH_OUT,1542.38,1574.58,32.2,2407.51,3949.88,0
17001,3d705fd4-dc38-4d0a-b6cf-81d1c6a8ced4,CASH_OUT,847.66,873.34,25.67,1162.74,2010.41,0
5631,7308062d-667c-4024-8ec9-dc2a738686fc,CASH_OUT,1108.78,1173.97,65.18,386.23,1495.01,0
7959,75aef8d6-3412-4c78-852d-5d9dc4203b97,CASH_OUT,1525.7,1559.6,33.9,1080.49,2606.2,0
2451,666093ad-0207-4ed7-9179-7a7471c78d81,CASH_OUT,686.92,698.76,11.84,203.46,890.39,0
4575,b02d6ac1-40e4-4943-908e-e7f6f3ef354f,CASH_OUT,145.16,285.14,139.98,334.42,479.58,0
16082,ec2672ec-444a-4b58-936b-733dee454891,CASH_OUT,4425.84,4432.7,6.86,3044.75,7470.59,0
5535,cbaa574e-e8b3-4d11-a3a2-a6b6d57dd60e,TRANSFER,276.04,331.54,55.5,8.24,284.28,0
4420,8001b702-5569-45f4-b947-2cd652e273af,TRANSFER,2290.45,2375.77,85.32,732.98,3023.43,0
6846,52f0d991-d1dc-461a-9743-99d4d3174dfc,CASH_OUT,981.86,1037.08,55.22,1702.01,2683.86,0
5550,6ada0e0d-5146-448b-abeb-b10032ef5e2b,TRANSFER,286.71,468.89,182.18,732.1,1018.82,0
1754,8646d46e-e581-4371-9ad1-f6a8a8e211e6,CASH_OUT,407.97,411.32,3.35,744.73,1152.7,0
17055,1919d99c-5d17-4c5a-997b-146f71e0669b,PAYMENT,2188.22,2263.58,75.36,309.73,2497.95,0
4170,379c2e8b-1639-47da-9afd-a584e226de0a,TRANSFER,165.62,255.44,89.82,3862.92,4028.54,0
19925,705be867-ad72-4eb8-8889-a049aee5d908,CASH_OUT,440.92,525.98,85.06,660.28,1101.2,0
778,283459ad-9fb3-4fb6-98ef-6f5bf263c431,CASH_OUT,784.63,903.39,118.76,8294.47,9079.1,0
10545,9aeea057-ed88-4f21-aaed-ba75146d7f5d,CASH_OUT,543.43,810.21,266.78,6555.3,7098.73,0
13020,ff492128-2c6b-414d-b158-4626aaf27c8e,PAYMENT,746.26,794.16,47.9,316.06,1062.32,0
7716,837244c9-d960-4d3e-8a5a-c432ff09caae,TRANSFER,494.59,760.22,265.63,3222.26,3716.85,0
19607,14104504-463a-4738-8cd2-f131fad51edf,CASH_OUT,1273.03,1391.42,118.39,239.75,1512.79,0
5653,c884b000-9a57-48c3-aa44-f232fbeaf074,TRANSFER,1209.64,1254.45,44.81,1967.68,3177.32,0
12871,32e9f0ad-1683-4d6e-b53d-5f34d42de500,TRANSFER,974.27,1057.36,83.09,1101.68,2075.95,0
17672,8f25aecf-9435-4493-8e4b-f7f091a7618f,TRANSFER,14.56,41.91,27.35,3588.68,3603.24,0
17799,37dd6d64-f014-4ac4-a6ab-61803bdd32d9,TRANSFER,499.61,523.34,23.72,2044.98,2544.6,0
14671,1f6fbcc7-f96e-4cc9-8932-0a5a4c0e2d94,CASH_OUT,1141.78,1209.8,68.02,2035.05,3176.83,0
3462,ba7d710a-d28e-4946-9d70-e5e921bbb1f6,TRANSFER,3881.18,3919.03,37.84,8039.65,11920.83,0
18144,8cf81542-ede0-455b-912c-ac75672f06e1,CASH_OUT,1925.9,2074.98,149.08,1197.8,3123.7,0
13797,dc23a699-3e88-48bb-9c74-aebf44e4b95d,TRANSFER,1400.5,1585.7,185.2,841.82,2242.32,0
8676,14033994-dc40-4086-aa9a-8af89dd342c1,PAYMENT,4543.69,4625.38,81.7,538.89,5082.58,0
13438,df11c3a4-8471-4b2c-91ec-5df6786e0a34,TRANSFER,120.71,130.59,9.88,2188.5,2309.21,0
3542,0803c2df-dd34-4355-ab1c-5e0ff95a264c,PAYMENT,1162.15,1279.32,117.17,649.65,1811.8,0
18104,d25c743a-b583-4d1a-95ca-2930fd34b333,CASH_OUT,1744.59,1775.92,31.33,681.4,2425.99,0
24,02f27f4a-77fb-48ae-a096-41b0308dff1e,CASH_OUT,830.69,838.12,7.44,1803.19,2633.87,0
9420,679148c4-ed33-4388-b791-74c4c9b8c1a8,TRANSFER,536.79,570.27,33.48,1830.49,2367.29,0
7305,2fff0336-8c0d-4b38-a4a4-aa2b0a074403,CASH_OUT,68.03,69.59,1.56,1997.81,2065.84,0
17265,7c48d706-3459-444f-a01e-299c05856685,CASH_OUT,173.89,254.85,80.96,951.13,1125.02,0
7781,10d9da94-3dd3-4216-9f04-609fd31f5421,TRANSFER,51.56,119.77,68.21,783.22,834.78,0
10237,3a363e2a-0190-4d22-b404-8cc7d1af2b2c,TRANSFER,712.01,919.06,207.05,2135.71,2847.72,0
2002,c01d3f1b-97ca-4944-b56c-b95b840aab3c,TRANSFER,661.31,661.53,0.22,1621.35,2282.66,0
3226,1a36eb1d-ed58-48ea-bda0-6837b9cde126,CASH_OUT,84.07,156.61,72.54,2713.36,2797.43,0
8733,708980af-b133-40ad-8842-1752a09fe8a3,DEBIT,1581.22,1589.33,8.11,2436.38,4017.61,0
4338,d33e9550-bd2f-4635-b85b-201228d1ba0f,TRANSFER,1425.88,1442.63,16.75,2190.67,3616.55,0
9633,72150aae-dd53-4372-9336-7a57afc986eb,CASH_OUT,158.12,204.99,46.86,2614.09,2772.21,0
2955,f6e8d65b-8045-4260-9237-09ad06d5708e,CASH_OUT,516.76,681.77,165.01,686.43,1203.18,0
2998,9cb61bb5-f471-42f5-aab4-671d7bba341e,CASH_OUT,1373.93,1496.32,122.39,3162.55,4536.48,0
12483,06936938-5e3e-41f2-a3f0-dd629376fb23,TRANSFER,379.3,397.9,18.61,3673.49,4052.78,0
11196,5eff2f6c-423d-40dd-a504-1df8a052fac0,TRANSFER,847.0,989.37,142.37,861.37,1708.37,0
17728,3c78fda9-d338-4f22-99ff-4a68acfe7453,CASH_OUT,1588.34,1644.99,56.65,910.19,2498.53,0
4173,bd1bacfd-a320-4b78-848d-8c1adbb1d8eb,TRANSFER,641.99,701.28,59.28,388.19,1030.18,0
14735,b729f46c-168e-4495-b2f3-ca862cd5441a,CASH_OUT,180.31,230.0,49.68,3086.28,3266.6,0
