step,transactionID,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
2827,a18b63a6-648d-4bb8-a03f-a1d68464f250,CASH_OUT,3165.35,3216.86,51.51,7.85,3173.2,0
17569,607e6c03-361b-4b8f-a5b8-29869e84a7ce,TRANSFER,677.32,747.58,70.26,221.46,898.78,0
11480,c5db3a2a-1968-4515-abca-bb9509ef0ee2,TRANSFER,1226.81,1343.89,117.08,4263.71,5490.52,0
17915,c7f514c9-78a9-42d3-ae29-0d42710e1f36,TRANSFER,1120.12,1138.03,17.91,3040.76,4160.88,0
1919,2155db80-f99e-4302-8c45-3350c5d49701,TRANSFER,2410.03,2506.78,96.74,718.53,3128.56,0
5891,002b0664-94ec-4d6a-a955-5cd276eecb13,TRANSFER,1349.58,1449.47,99.89,1473.39,2822.97,0
10831,7ae8766e-28a4-42a1-8644-637e44376f9a,CASH_OUT,114.59,205.74,91.15,952.42,1067.01,0
7610,914b0f6d-2faf-45f2-b4f4-60c60e5fb066,TRANSFER,331.92,433.31,101.39,2662.29,2994.21,0
1300,7321b071-ab6d-4221-a4f9-10758f50023e,TRANSFER,832.28,995.67,163.39,3114.4,3946.67,0
16828,6947b479-f603-455d-828d-7d3eb3619996,CASH_IN,44.87,95.14,50.27,2372.09,2416.96,0
4798,3f1c10d8-c34b-4a6a-a34c-e0d222f75ec9,CASH_OUT,1327.64,1509.94,182.3,1192.85,2520.48,0
1491,acf18c58-0434-4318-9192-85bd411292a3,CASH_OUT,784.61,945.16,160.55,93.91,878.51,0
8030,ba407823-c268-47db-8408-b4e7647e0aba,TRANSFER,641.97,711.28,69.31,1804.09,2446.05,0
5593,d1580436-4fd8-40b5-a8bb-1bc5793b8b3f,TRANSFER,275.93,391.01,115.08,3384.34,3660.27,0
11965,0ba4fb3b-d0fd-4e0f-8718-574f35f25a0f,TRANSFER,26.98,126.61,99.63,1556.68,1583.66,0
7374,f57b496d-5f30-48fd-bb95-71f224f6ed67,TRANSFER,1064.39,1608.08,543.69,343.85,713.14,1
3256,2b0567b5-cc3c-4c21-8b3e-ce1fc61dac91,TRANSFER,426.45,609.62,183.17,1492.25,1918.69,0
18094,7ab87de4-6a5d-4b4b-b6d4-f4eeb4c14165,TRANSFER,165.55,179.45,13.9,1333.91,1499.46,0
7910,b682f4fb-e904-4444-8505-dbe18eaf4de4,CASH_OUT,1607.68,1685.51,77.84,55.0,1662.68,0
16055,34a2a6ff-0eb8-4e34-819f-cbaeec4b26af,TRANSFER,569.76,777.35,207.6,205.3,775.06,0
18450,579ad408-2a8f-42c6-b3fa-ab1d5b04f5a8,TRANSFER,209.63,340.73,131.1,901.65,1111.27,0
18983,20588fdf-76d3-4b80-aadd-bdf0e7906e25,PAYMENT,208.12,213.93,5.8,1466.26,1674.38,0
6751,453a403e-4937-4a46-a2ba-a9740e6ee93f,DEBIT,753.25,936.79,183.54,269.25,1022.51,0
11638,e0f827fb-ee8c-45ea-b49a-452ac4179c70,CASH_OUT,1092.74,1203.58,110.84,3731.43,4824.17,0
14394,38fea622-da36-4cb9-a6b2-3b7a63aaa6ff,DEBIT,61.17,156.71,95.54,6100.26,6161.42,0
7175,82db3fcf-b89f-480f-ab46-c4a8ccc9385a,DEBIT,1298.48,1434.52,136.05,252.5,1550.98,0
18397,aac2283c-d976-4059-b538-ffe860d80fcb,CASH_OUT,239.25,260.13,20.88,2155.74,2394.99,0
7087,a4bf741d-f9be-4ba0-ae42-67885315a7c5,TRANSFER,812.26,830.88,18.62,73.98,886.25,0
11669,c9351012-a06c-4977-89cb-2b893bc784d0,TRANSFER,172.79,211.79,39.0,1466.02,1638.81,0
7806,a49d52b4-3891-44c7-92e3-cbe7262c76fe,CASH_OUT,2763.45,2824.08,60.63,4468.68,7232.13,0
7930,ba47b49a-b522-4ec7-a1ca-7b1a60fef777,TRANSFER,452.5,497.58,45.09,4820.49,5272.98,0
943,4528015b-c7cb-4d20-8d30-06f475c587f4,PAYMENT,240.61,392.01,151.4,639.35,879.96,0
592,622642cf-9c71-4432-8cf1-4208ba6b618b,CASH_OUT,584.72,707.74,123.02,916.39,1501.11,0
2256,b00632ec-3342-4a57-963c-87a83a2a8e43,CASH_OUT,164.49,363.32,198.83,4631.67,4796.16,0
18363,c9ea11ce-c372-41d2-bf76-f45c39c752c2,CASH_IN,1778.62,1785.67,7.05,884.45,2663.08,0
19391,073b95ef-7bf4-4cc1-9d1f-e9457ed7b62f,TRANSFER,2726.11,2741.5,15.39,907.62,3633.73,0
1115,d4e6bf10-9ce4-4ba5-8b4b-35461a54e7ee,TRANSFER,1394.39,1652.94,258.55,1100.49,1487.55,1
11219,22156bd7-a8e0-4b6e-bbab-5fcd44180db2,TRANSFER,212.39,225.74,13.35,1400.67,1613.06,0
582,0b71f046-f837-4d6d-b138-06268493757f,CASH_OUT,4594.75,4684.35,89.6,4346.89,8941.64,0
7810,e630be37-f152-43c9-bc6d-706804abcedb,DEBIT,422.74,504.11,81.37,1786.89,2209.62,0
1643,b2a7eab9-5a15-49a0-8398-ff242eded4d2,TRANSFER,616.99,686.43,69.45,273.26,890.24,0
3145,fc3e15cc-cd06-4cb9-a8c9-368006b5e012,CASH_OUT,115.79,122.62,6.83,472.17,587.97,0
14519,cefbd515-6d97-4ee9-a242-f02692869bd7,DEBIT,115.84,175.35,59.52,198.73,314.56,0
2970,d3321427-82ff-4bda-9320-13cd850e5b54,CASH_OUT,393.25,539.96,146.71,1292.46,1685.71,0
13896,59bf2155-ac99-47d9-ae3e-2fe8aa91abe6,DEBIT,29.68,254.75,225.07,1803.92,1833.6,0
12794,b56ca29d-690e-4314-b2ac-ba8ca41359ba,PAYMENT,898.01,1005.46,107.46,2994.06,3892.07,0
15835,0bc64efd-6ee3-4f34-91c5-1546c6ded6ee,CASH_OUT,2675.15,2713.62,38.47,1703.82,4378.98,0
14544,75ee2a6c-3dd8-4776-a957-ee24c5a374df,PAYMENT,500.12,578.87,78.75,1017.59,1517.71,0
12248,42f6374f-d3ea-496c-b3ba-903564a1c07c,TRANSFER,166.16,245.86,79.7,1936.31,2102.47,0
5132,3b0bad10-da79-4309-9731-964420de16c8,CASH_OUT,455.1,691.74,236.63,2147.31,2602.42,0
5000,2f729493-3cfc-4934-bc9b-261f973b0958,TRANSFER,462.4,562.09,99.7,88.95,551.34,0
17086,f5c1f1d4-fa74-4d7a-a22c-34b738633a3c,CASH_OUT,331.61,404.26,72.65,2517.59,2849.19,0
4509,a49aa826-5691-42d6-aaa7-593258006b4b,TRANSFER,876.49,882.98,6.5,538.58,1415.07,0
5301,37fd8342-9190-4926-a9a3-03c57739979f,CASH_OUT,4218.92,4425.77,206.85,4355.47,8574.39,0
4651,5214636f-6362-4d5f-8c8e-c526cd877d68,TRANSFER,2301.79,2312.79,11.0,1839.61,4141.4,0
2168,583f99d2-f667-44d3-b202-db570c2a50d1,CASH_OUT,732.44,795.4,62.97,1461.09,2193.52,0
10421,660d8abb-594a-4d14-baca-ce2fcbf90bd0,CASH_OUT,1946.23,2030.46,84.23,3673.52,5619.74,0
14894,d45fddc9-2613-42f9-90be-07b13833f8ff,TRANSFER,2094.02,2107.61,13.59,3217.15,5311.17,0
4623,63abbe18-389f-40e4-8fe9-322db02959c4,PAYMENT,535.99,608.42,72.43,6954.04,7490.03,0
8211,8967dc14-1e69-4c8a-9322-281a1192f5d4,TRANSFER,903.19,1080.45,177.26,774.01,1677.2,0
14841,1e0773eb-68d3-486c-bff8-6fddd8a12c4f,TRANSFER,152.37,272.84,120.47,5876.27,6028.63,0
13243,5eee768f-7c02-40ac-bd3a-c28759af7ab8,TRANSFER,1215.02,1387.56,172.54,2420.29,3635.31,0
3305,4fd8676a-66cd-4bff-884d-bb4be31168c6,CASH_OUT,1554.97,1556.07,1.1,10387.88,11942.85,0
3319,8f14c9db-095e-4e57-bd97-6badecca85d0,CASH_OUT,1762.69,1903.08,140.39,1076.28,2838.97,0
17081,694bed9c-01ad-4466-b10f-a856871a9a13,CASH_OUT,212.54,230.7,18.16,531.85,744.4,0
17521,a9865232-01e5-4d7c-b04f-be6b7948c98f,TRANSFER,648.68,784.68,135.99,4698.95,5347.63,0
13545,5a2b4a76-7e8d-4382-adbc-ba0bf2d11b5a,CASH_OUT,2302.35,2319.99,17.64,606.67,2909.02,0
19117,3214dd02-befa-413f-a3ed-5ac4a1fa143c,CASH_IN,1489.89,1576.52,86.63,1175.89,2665.78,0
4267,a6d5f9bf-c77d-4995-b3b0-116941ff5c11,TRANSFER,834.83,859.9,25.07,3358.4,4193.23,0
11198,5c7b0226-9e9c-4f7f-a237-3ef185d3cab9,CASH_OUT,524.32,617.85,93.54,1506.46,2030.78,0
3584,698835a4-c054-4fed-9b3b-dc24ef248cfb,CASH_OUT,185.5,213.52,28.02,54.0,239.5,0
11528,c632b77b-37a5-4217-9181-357963889e0a,TRANSFER,1218.09,1320.64,102.55,10.38,1228.47,0
13111,c17f1985-1328-4b8e-98f9-853365354ae2,CASH_OUT,1469.12,1484.33,15.21,1385.91,2855.02,0
8129,8ca4aafd-ba24-47af-a3ef-9620f01d7752,CASH_OUT,1783.14,1818.22,35.08,1512.76,3295.9,0
7375,38699a3e-198c-40ef-aeed-2dcc1b240107,PAYMENT,1128.59,1267.64,139.05,253.32,1381.91,0
11459,d0573c50-75d2-46bf-9074-a689a0412a29,TRANSFER,2120.14,2238.29,118.14,5875.14,7995.28,0
1133,7cb70cb8-3b37-4eba-b159-6767cd540403,CASH_OUT,447.89,477.19,29.3,1265.3,1713.18,0
1510,653b38bd-850e-4832-8fa3-43e9855d92f4,TRANSFER,265.62,369.75,104.13,251.38,517.0,0
13250,8469745f-2cd0-4727-8172-3bf214dca2d0,TRANSFER,792.56,1056.68,264.12,1380.85,2173.41,0
12977,3b21270b-231b-4bc2-a102-c28aee5130f6,PAYMENT,89.17,152.18,63.01,1669.34,1758.51,0
14421,362d0463-af37-4e79-81d6-0a66dc1fa56f,TRANSFER,469.5,573.83,104.33,11637.66,12107.16,0
3225,32ae61dc-1d7d-48b7-8947-9b9b101fd70d,CASH_OUT,93.86,119.58,25.73,4297.74,4391.59,0
6223,84e3f998-7518-4ab5-bacd-b02a5807efd8,TRANSFER,184.62,293.02,108.39,6798.09,6982.71,0
6024,0a3e22b2-9219-4b17-817a-90b9f46af275,TRANSFER,143.51,258.13,114.63,3567.63,3711.14,0
3747,7d9e7f17-48a1-49a6-80da-efcbaf9e6e27,TRANSFER,908.37,1045.92,137.55,4619.85,5528.22,0
13552,ff33bcc5-f5c0-4b55-aee3-8ad9ee367e13,CASH_OUT,77.43,101.23,23.8,1239.56,1316.99,0
18418,aaf592b1-f511-477e-9482-b60434a8bb7c,CASH_OUT,1310.47,1327.87,17.41,2348.17,3658.64,0
15871,83c41060-f1b9-45f2-97d7-42d283568a91,CASH_OUT,1973.84,2040.53,66.69,11581.58,13555.42,0
11741,5c63018f-9954-4504-be80-ee7a6d3e305b,TRANSFER,753.05,782.33,29.28,7412.4,8165.45,0
10,ec186ca7-d387-4f7e-96ec-a46bf08797dd,CASH_OUT,918.8,1016.68,97.87,1044.42,1963.23,0
5200,68b8c810-05df-49f4-9890-2521d10840d5,CASH_OUT,248.82,325.24,76.42,655.92,904.74,0
10794,daa95f21-2499-4eea-83aa-8dbabfac96ac,TRANSFER,449.64,480.57,30.93,466.49,916.13,0
16290,c4ef8ccb-ad6c-4827-926f-69c3342a7a26,CASH_OUT,1316.36,1449.48,133.12,765.67,2082.03,0
11928,4cb32bdd-1138-49f3-b9f7-d5f9f29cf66d,TRANSFER,1984.82,2213.47,228.65,213.28,2198.1,0
6856,7e39d9c7-1517-4f27-8b54-af67190f062e,TRANSFER,413.47,429.33,15.85,5434.61,5848.08,0
11772,d65dd3fd-491a-47d3-a466-5c9a6fba9465,TRANSFER,111.39,164.95,53.56,450.69,562.08,0
14384,e4bb4e43-adc5-408b-81f4-b6dffab47e96,TRANSFER,1512.67,1693.19,180.52,162.02,1674.69,0
16411,05460e0e-ea31-4bfe-92b0-ae15213ea9ad,DEBIT,165.03,200.13,35.1,2032.88,2197.92,0
4554,c5dc6417-1e0d-428b-a4c9-3cdc0e0a4c5e,PAYMENT,686.43,778.92,92.49,2191.94,2878.38,0
291,da210448-1de1-4467-aa45-ef81299985bb,CASH_OUT,3336.21,3349.38,13.17,3892.83,7229.04,0
18551,7067b060-707f-4fc1-b490-e8ec6162faa0,DEBIT,389.78,412.93,23.15,830.05,1219.84,0
18514,4728ff52-641b-4d01-99f3-6fb76f47bb2e,CASH_IN,348.83,349.93,1.1,1930.01,2278.84,0
13788,a5389fcc-7e54-445d-a45e-ad46e52d4dbe,CASH_OUT,2174.08,2285.91,111.84,2149.67,4323.75,0
9359,54e45718-9433-4d34-8476-1232f3d6ade4,TRANSFER,1111.91,1137.69,25.79,3996.76,5108.67,0
18217,6b36afe7-2e01-4092-a823-cc91023da84a,CASH_OUT,15.04,52.73,37.68,192.9,207.94,0
9758,3a5b64ba-9e67-45c6-997e-a2b88c218655,CASH_IN,2982.26,2988.77,6.51,1700.7,4682.96,0
13590,1c491c3f-7578-4996-b918-b8249c8d710d,TRANSFER,1359.69,1413.69,54.0,244.57,1604.26,0
16881,c825f591-7f1d-4ff5-aaf6-dc2b44751bcb,CASH_OUT,667.79,736.2,68.41,2597.31,3265.1,0
14582,e3595e56-d75b-4405-b945-41184520290b,CASH_OUT,768.74,936.07,167.34,321.28,1090.01,0
11180,cc19d852-6db4-45ac-ad68-7e4270744aa1,CASH_OUT,1523.5,1618.32,94.82,2825.63,4349.13,0
18269,45a28942-37aa-42b3-bac7-b81ee73f3497,CASH_OUT,607.03,638.08,31.06,751.65,1358.67,0
10590,847c0bae-9324-4b40-8fe8-fff4e4eac16a,TRANSFER,382.75,408.25,25.5,1927.56,2310.31,0
14321,23b0b527-7833-4183-820c-b7b89c7e04bc,DEBIT,264.01,313.37,49.36,1232.87,1496.88,0
17234,8b54d6b7-384f-4b4c-bd8e-7d3e1b21442f,CASH_OUT,1055.95,1153.59,97.64,793.09,1849.04,0
2570,929ad406-29b6-4c19-9c0b-7d7293c954da,TRANSFER,334.45,336.45,2.01,157.36,491.8,0
12348,94616c47-71cd-4871-bd13-26286e46bc6f,CASH_OUT,595.3,827.62,232.33,230.95,826.24,0
4676,a39d039c-6210-429e-a4a8-f608a6132c79,CASH_OUT,2124.23,2356.84,232.62,591.51,2715.74,0
10851,744f9312-67c1-4a69-8542-8660b92e2591,TRANSFER,852.89,871.15,18.26,1110.24,1963.13,0
9067,0a7f739a-bb85-448e-bb95-80783ac6f4a2,CASH_OUT,416.18,458.74,42.56,1004.03,1420.21,0
6916,69d9c2a7-205c-4f08-8e96-a677018b5545,PAYMENT,759.78,849.87,90.09,5153.84,5913.62,0
12434,e87f871c-c36d-4b28-a1b1-a1bce2c62ada,TRANSFER,3256.14,3407.78,151.64,32.43,3288.57,0
9044,e93bcac9-cc31-474d-b746-dadd024babd1,CASH_IN,58.96,172.82,113.86,207.26,266.22,0
6789,3db37e56-ade9-4eee-8a25-7e17b5d8fb6d,TRANSFER,443.86,464.16,20.3,4181.57,4625.43,0
2833,f17efd86-1bd8-4f68-a0b3-6c15a1dc653e,PAYMENT,532.94,550.87,17.93,176.12,709.06,0
1810,160632cc-f61f-4443-9973-f79705e9791c,CASH_OUT,52.26,139.88,87.62,4660.57,4712.83,0
3771,ef797b11-371f-4d69-82ed-4e57beb19e17,CASH_OUT,1643.22,1746.98,103.76,474.18,2117.4,0
9550,ec49fb4e-5417-4677-bf26-6e4f241968bd,TRANSFER,358.08,398.15,40.07,1175.73,1533.82,0
679,e1efa967-dbde-43a6-9877-379576908dc8,TRANSFER,520.55,553.74,33.19,4071.65,4592.2,0
16377,e356e4bc-51b9-4183-8605-f02e70ba55f3,PAYMENT,548.88,755.09,206.21,3244.07,3792.95,0
7386,c1aa24b9-f06f-472d-933f-0ef89f3339f2,CASH_IN,616.55,648.25,31.69,977.74,1594.29,0
6073,96df5e4f-98ae-4dac-a881-d2f80c13d36f,TRANSFER,1373.19,1394.02,20.84,1723.44,3096.62,0
3644,b94b15c1-7aa2-4409-bbc7-0a33b9b6f538,TRANSFER,825.84,907.75,81.91,1161.55,1987.39,0
10373,d5983f56-b1b2-4540-9566-d00ab0d219f9,TRANSFER,2061.93,2121.88,59.95,977.86,3039.79,0
13112,f844b734-9c20-4cfc-aa48-9b19e40494f3,PAYMENT,2590.59,2637.92,47.34,893.13,3483.72,0
8654,03f0bf86-15d5-4145-ae7e-67e7fab18e42,CASH_OUT,1739.14,1774.25,35.11,163.19,1902.33,0
19069,68e68968-86ce-4fe5-aeb5-d35df9edd09f,CASH_OUT,1062.28,1184.19,121.91,527.74,1590.02,0
5620,20e573fa-384c-4565-87ac-302c8c796e08,TRANSFER,6600.53,6760.51,159.99,3440.57,10041.09,0
18315,3c0af066-3898-4658-891e-e878c1dc0be9,CASH_OUT,3030.95,3078.35,47.4,740.93,3771.88,0
14923,2d3cb363-ed35-47ed-80f4-6eb5cb5d54b7,CASH_OUT,261.81,285.68,23.87,458.38,720.19,0
9680,aff25647-85d9-44de-8e3e-bb8776e8c7b4,CASH_OUT,100.87,102.46,1.59,7378.39,7479.26,0
13047,648ebe1d-c6c3-4a49-a072-5f624d53e83d,TRANSFER,1658.08,1752.41,94.32,373.19,2031.27,0
10262,e2c39ba1-7654-4b7f-999b-f9929bb62286,TRANSFER,864.23,864.61,0.38,2354.56,3218.8,0
7073,87c06e5a-c185-49e1-bf72-e4ef67064db5,TRANSFER,124.5,195.04,70.53,1630.56,1755.06,0
870,131e9325-c05c-4d39-828b-feba833bac7d,CASH_OUT,2204.9,2381.31,176.4,3159.85,5364.76,0
19833,eb26c503-c0ef-48dc-b4ed-660323a1667a,PAYMENT,335.47,421.82,86.35,4888.68,5224.15,0
19636,d2728d0e-1d93-45ac-af04-7756105ff35c,TRANSFER,1460.3,1500.9,40.6,560.95,2021.25,0
3194,e576f999-9e0f-4196-bc1a-d85a4e4f9083,PAYMENT,141.36,284.93,143.57,1735.15,1876.5,0
2709,971d273e-2f43-45da-a283-91f048f21c24,CASH_IN,254.6,342.03,87.44,1785.79,2040.39,0
17161,d9a1ae81-6b3d-44fe-b72d-5f71ac7d6369,TRANSFER,408.0,516.42,108.42,4031.68,4439.68,0
16641,db521514-677b-4139-9be5-5f1b20ec1412,CASH_OUT,196.26,274.15,77.89,2437.47,2633.73,0
11376,d8eb1968-d01c-4e99-8e20-6638f5ac6ea4,PAYMENT,325.5,395.47,69.97,1328.86,1654.36,0
5952,893f36f4-7b94-4377-b2b8-1788275e3b65,CASH_OUT,141.38,213.82,72.44,5874.76,6016.13,0
8854,f00cb5b2-6952-4ae0-899b-9d55761e9f4b,TRANSFER,261.32,315.34,54.02,22.65,283.97,0
10712,5619462e-2e60-4bff-8c4b-ac5ff67c77ff,TRANSFER,5256.57,5426.51,169.93,673.15,5929.73,0
8657,dcbeab08-81c0-4aed-a2dd-befc768df13d,CASH_OUT,467.11,569.74,102.63,7164.27,7631.38,0
7600,522b3b48-2068-4729-afef-d09ab2086e65,CASH_OUT,353.9,367.24,13.35,40.75,394.65,0
5518,7d5a8d47-5a9b-4bfb-bf3d-b5476bc51e56,TRANSFER,2308.56,2369.63,61.07,2561.05,4869.6,0
19913,e8f8e38b-ae3a-4cfc-b51d-cbbc01d8e7a7,PAYMENT,156.16,212.13,55.97,681.07,837.22,0
143,0f6a029e-366a-4a9a-8118-14ea62fc63d8,CASH_OUT,437.86,550.08,112.22,4378.79,4816.65,0
1267,4badd0ff-771e-4ca7-b995-892ac256e3df,PAYMENT,94.31,99.83,5.52,342.51,436.83,0
4617,2b4d3b1e-5273-4abd-9b58-a54d23c7184f,CASH_OUT,2612.4,2709.77,97.36,6821.07,9433.47,0
9048,068fe7c9-ebdd-48d5-993e-5dfeda6358bd,PAYMENT,7822.54,7979.07,156.53,31.06,7853.6,0
1883,84b00e30-0382-4173-a174-16eb7b1dc363,CASH_OUT,1090.83,1954.6,863.78,596.8,1315.68,1
17729,74033134-864f-4f6b-962f-bff590157513,TRANSFER,3708.89,3840.05,131.16,1619.46,5328.35,0
11807,5d4cb09c-9e3c-43ee-aa3c-b8d9ac728c57,PAYMENT,549.6,684.09,134.49,119.7,669.3,0
11617,ef38297a-9cb4-4bfd-ad74-71dac7853015,CASH_OUT,116.57,179.64,63.08,5467.67,5584.24,0
5056,d66939e9-3616-4358-9041-8a051d838b6d,CASH_OUT,3198.17,3218.27,20.1,3941.97,7140.14,0
13486,1bd7263e-0fe7-4d40-98f4-df7b35ddd964,TRANSFER,1269.67,1362.52,92.85,5305.16,6574.83,0
9887,076d5e02-3d41-43fb-b1f8-233476e68525,PAYMENT,4101.4,4194.75,93.34,727.74,4829.14,0
7659,c84ffa6e-d3e4-44ff-80de-d27f61b43e1d,PAYMENT,53.4,205.97,152.57,2035.05,2088.46,0
8029,6917832e-76e0-4a50-a72d-ab9a70269f71,CASH_OUT,3668.67,3774.99,106.32,312.27,3980.93,0
15605,e48bf239-b644-4bcb-94ed-9e892d8230e3,CASH_OUT,669.22,828.64,159.42,5189.85,5859.08,0
662,34815cb1-799f-4a6c-889c-7e20d1079059,PAYMENT,360.02,541.92,181.91,3545.09,3905.1,0
18011,ed73d260-9fc2-4ce0-adec-fd3d31716d6f,TRANSFER,23.44,77.6,54.16,839.15,862.6,0
17604,c35ae863-ce3b-44d5-ba72-874b298cb034,CASH_OUT,219.8,285.54,65.75,4056.85,4276.65,0
18178,3ea59060-dd9a-4b2c-893d-6df5a3b9bbe5,TRANSFER,397.55,410.32,12.77,5769.34,6166.89,0
9032,379346d9-d41b-4cd6-a492-a1fab31a066f,TRANSFER,2640.71,2744.12,103.41,2474.33,5115.04,0
6355,5bc28b9a-70e7-44bc-a929-c4283b64ce67,TRANSFER,951.85,995.96,44.11,6712.7,7664.55,0
11729,c126ee55-cb58-419e-8b05-2effdd080c28,PAYMENT,306.36,394.69,88.33,87.17,393.53,0
19538,7848c3c7-1dd7-415b-80a8-e623c300f205,CASH_OUT,409.25,429.6,20.35,2109.16,2518.41,0
7197,d94edb65-3806-42af-8f55-1d8e1162367d,PAYMENT,238.51,305.19,66.68,23.44,261.95,0
8944,74c54c1e-aca3-48e3-bf9d-ce5bdd5671e5,CASH_OUT,1025.99,1163.85,137.86,1860.33,2886.32,0
18759,7f02bd27-61c8-470f-9226-0931e9d9e04e,CASH_OUT,1817.84,1842.83,24.99,4187.95,6005.78,0
12969,d5cf0415-1bcb-4e08-bfb8-ae46a7e983b1,TRANSFER,192.92,212.86,19.95,5782.4,5975.32,0
