step,transactionID,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
19685,19fc102c-1869-4e4e-bd26-26611a6c55af,TRANSFER,1630.8,1800.39,169.59,1681.85,3312.65,0
9517,717be4ee-74f3-4741-89a2-f5d42ec60e79,PAYMENT,885.12,966.26,81.14,50.92,936.05,0
6724,ea0d5d62-5232-4650-bac2-7b4820bb015f,DEBIT,1693.9,1773.87,79.97,6826.83,8520.73,0
3630,21ca4900-f9c1-4015-a4e3-2da8789c3052,TRANSFER,795.29,842.92,47.63,793.84,1589.13,0
1197,afdc1797-5cca-41eb-8211-999ae285bd3d,TRANSFER,1628.1,1682.65,54.56,4872.41,6500.51,0
6777,cd8e97dc-53a7-4809-aabb-4fb640bf9728,TRANSFER,515.27,536.25,20.98,1004.3,1519.57,0
14785,2e20cac1-dbc8-475c-a88a-555cd6129f72,PAYMENT,1730.68,1882.92,152.24,1364.37,3095.05,0
5938,f0c42780-3109-4a97-8744-8cf95cc3a1ee,CASH_OUT,239.62,363.79,124.17,190.25,429.87,0
18862,c31e7b0a-1d0a-43be-acc7-a8859ad15d2b,PAYMENT,488.31,583.04,94.73,137.12,625.43,0
19650,f7f2da3c-0e90-4e10-8b05-0e1197a49523,CASH_OUT,1306.87,1343.19,36.32,194.28,1501.15,0
10575,9754fd69-f464-472c-9942-b5adf0c6e846,TRANSFER,1081.73,1141.63,59.9,5214.75,6296.48,0
6133,d2b87332-17d7-4205-8900-1d847e3731ca,DEBIT,1163.87,1190.92,27.05,1413.51,2577.39,0
19826,d75c53a2-2422-4d2b-a60c-265358b11ed6,TRANSFER,75.8,125.79,49.99,4790.75,4866.55,0
8725,78c58837-7654-4431-88e3-3a6a4865d218,TRANSFER,3616.06,3827.83,211.76,315.33,3931.39,0
13722,744e8935-4932-4032-8489-407c3f99f43a,CASH_OUT,241.14,301.15,60.01,3413.97,3655.11,0
6962,998589ae-df66-445a-bdc1-ff39222b5c7c,TRANSFER,741.12,832.35,91.23,110.12,851.23,0
4753,c26acb51-90a7-49f2-9d82-f9aae7609332,TRANSFER,855.79,896.66,40.87,2367.56,3223.36,0
18824,5a3e9884-8376-43c8-880f-4971d576195a,TRANSFER,703.92,2730.25,2026.33,640.11,968.16,1
7559,14b02209-1827-46c7-92a7-53aa0c1ec4c1,TRANSFER,543.04,633.91,90.87,520.3,1063.33,0
14982,ddda69b2-7cf2-4822-b768-f13db8c2fcc0,DEBIT,2230.21,2282.62,52.41,2965.48,5195.69,0
124,dc5f0c9b-90a3-46d5-ba0b-f04d194d9d18,TRANSFER,2287.63,2418.68,131.05,2636.77,4924.4,0
18146,26bd235e-6631-469b-9e4d-63a84a0a5291,TRANSFER,2694.05,2797.91,103.86,476.56,3170.6,0
17193,e3b94afe-28e2-4356-9ee8-b173268e0698,PAYMENT,118.12,120.15,2.03,2155.3,2273.41,0
19209,5d062d9f-5a9f-4097-b8e4-e7b19f249b44,TRANSFER,8541.28,8680.33,139.05,146.76,8688.04,0
5833,adfba02d-e3ca-4522-8f4d-44eab965fa57,CASH_OUT,1253.05,1257.53,4.48,1523.46,2776.51,0
11633,5fdd25cc-2c74-4899-be7a-21298e9071ff,TRANSFER,1271.82,1302.03,30.21,3870.08,5141.9,0
9088,2ae658c8-964f-4940-a8cd-f3cae682ac23,DEBIT,544.47,632.8,88.33,2215.58,2760.05,0
2173,d4836831-f847-4ad2-a06a-3a6946f359c5,CASH_OUT,965.15,1051.23,86.09,3163.96,4129.11,0
13012,2f73dbbd-7295-45e4-ab6f-4e6571970b2c,CASH_OUT,534.83,577.6,42.76,429.03,963.86,0
16826,12090d96-fd11-405c-baf7-b018ff28443b,TRANSFER,265.97,401.8,135.84,162.29,428.25,0
2264,d8f28282-21f9-4048-b9bb-950d109e08f2,CASH_OUT,1779.4,1853.51,74.11,1198.97,2978.37,0
4106,8c24769e-91ea-481f-bed3-ddd6643307fd,CASH_OUT,133.94,192.48,58.54,1759.86,1893.8,0
17172,58684824-4355-45bf-86a7-de8db29ca2b2,PAYMENT,461.59,507.34,45.75,2952.56,3414.15,0
3858,623f5c1a-0cd9-4ce7-a51b-7ff0431aeefa,TRANSFER,394.96,456.87,61.92,275.71,670.67,0
15396,ddb31bd9-5c72-4407-b33d-17113fab6806,TRANSFER,1403.04,1435.74,32.7,3047.57,4450.61,0
3572,6bfc4ed2-9b58-4128-b773-de37e89cc5d4,DEBIT,1528.36,1566.22,37.85,3242.9,4771.26,0
9779,96f41217-0cf2-49bf-b1f6-8437ad73e943,PAYMENT,1538.3,1663.33,125.03,794.61,2332.91,0
18040,4c0b8680-6c22-4863-b974-af9151b8f25d,TRANSFER,62.75,110.25,47.5,2130.79,2193.54,0
8513,a6ae94f5-b0cf-469a-8038-62af580059fe,TRANSFER,595.79,638.27,42.47,200.04,795.83,0
29,c08ec73f-eb8c-4696-af5a-c5025566f551,CASH_OUT,511.86,721.59,209.73,1283.5,1795.37,0
18940,c636ea78-5108-4079-b58c-e8f4ff0e4ddc,TRANSFER,369.54,443.32,73.79,2202.17,2571.71,0
6340,ef8b7242-12c6-4a28-b010-7067bba18626,TRANSFER,962.36,999.35,36.98,5744.78,6707.15,0
17649,0ac4544a-986c-4de1-8b56-2230eef14a4b,CASH_OUT,972.08,1929.48,957.4,1933.94,2763.2,1
10531,1a978ac7-1b51-45ac-a07d-674615e99d36,CASH_OUT,681.54,763.23,81.69,1243.86,1925.4,0
1667,9e0aa282-f938-438c-bae9-3a75a5c5711f,CASH_OUT,227.51,271.79,44.29,250.99,478.49,0
1908,1d870d21-9972-45af-8a4d-d06d026f0421,TRANSFER,427.61,2449.49,2021.88,5549.27,5709.95,1
14456,87b60c59-915b-44d0-ae41-e37c84592416,CASH_OUT,5565.82,5681.75,115.93,1245.95,6811.77,0
12607,697a7c48-8878-462c-805f-5e474513a7c7,CASH_OUT,1269.31,1474.53,205.22,3968.01,5237.32,0
19590,ceeb985d-01c7-4031-9b10-e43d513210b7,TRANSFER,30.65,91.85,61.2,345.89,376.55,0
11346,d0b8d666-8223-4da5-acc7-eacb193168d5,TRANSFER,2861.01,2878.98,17.97,1377.7,4238.71,0
5764,01dc6e4e-ce80-4497-b7f9-01842456f0a4,TRANSFER,2242.74,2266.92,24.18,670.11,2912.85,0
4677,e3fae6c9-134f-494e-b8e1-259abcf75cc1,TRANSFER,843.39,964.81,121.42,2539.4,3382.79,0
2650,22fecdee-5c18-483f-8fc2-081b4d39345c,TRANSFER,1259.47,1375.46,115.99,618.65,1878.12,0
9939,2b005f8b-736f-4383-a3af-629c2e9a647e,TRANSFER,1656.34,1797.83,141.49,2179.83,3836.17,0
16700,d09e3c9e-44da-4cf4-9a43-d752813f40e4,TRANSFER,1643.32,1786.33,143.01,4439.75,6083.07,0
18526,e270d739-0436-4854-9541-1f9da9c03d71,TRANSFER,1818.72,1847.9,29.18,1780.44,3599.16,0
12721,114855b8-04c1-409b-889e-a070077aa658,CASH_OUT,4125.56,4193.28,67.71,242.16,4367.72,0
2680,4a1bde1e-6ae2-4814-bb4d-385f66b5444a,CASH_OUT,144.51,292.55,148.04,2578.16,2722.67,0
9588,a1dd1b40-4bfe-4092-a1c0-481aa398151b,TRANSFER,143.52,387.8,244.28,3217.34,3360.86,0
19945,484bdfac-c030-4715-afe3-d9e06b31c00c,CASH_OUT,407.3,497.63,90.33,881.46,1288.75,0
15179,905df3d1-8a82-4242-8869-071052c6e665,TRANSFER,230.19,334.45,104.26,7658.91,7889.09,0
1463,28622686-4692-455e-a9dd-7cfdabd43586,TRANSFER,653.77,719.86,66.09,32.71,686.48,0
9360,935c75bb-6558-4133-a5f8-7b8c1a9dc146,DEBIT,1218.21,1245.77,27.55,4070.04,5288.25,0
4855,c6f386c1-0469-42b1-9b59-8aa61ad7a876,PAYMENT,317.0,332.31,15.31,2979.28,3296.28,0
15774,c16b5e4d-2baa-46dd-a248-1928d947edef,TRANSFER,316.86,540.61,223.75,3847.69,4164.55,0
4062,73797031-164f-4dd4-9654-fd09c7deed43,CASH_OUT,2639.87,2694.96,55.09,276.56,2916.43,0
3467,54432d60-8b30-4702-a98e-e7380cdc9b57,PAYMENT,587.69,716.63,128.93,425.59,1013.28,0
12081,33c0930a-e966-4ed7-9e44-f098d6ba4b12,CASH_OUT,507.37,645.76,138.38,1243.74,1751.11,0
19767,57b093e2-6d1c-4baf-adcd-06a3235c80a4,DEBIT,1172.05,1517.16,345.11,156.16,1328.21,0
19046,f08b1679-ceb2-44b1-b641-5fada631ed96,CASH_OUT,809.13,859.15,50.02,1438.78,2247.92,0
8810,92943df9-1423-4ed0-ae72-af9ad3b4680d,CASH_OUT,1294.69,1321.03,26.34,6269.1,7563.79,0
12213,ab053b3a-9197-4b18-975b-8d24e0f345ea,CASH_OUT,490.19,495.68,5.5,428.12,918.31,0
9348,282d8c2c-f81c-428c-89d4-c73d3c44b843,CASH_OUT,1571.59,1575.66,4.07,1433.23,3004.82,0
6027,9609d6df-ac95-4389-881d-15e9730ae0fe,TRANSFER,842.34,2220.04,1377.7,1702.85,2200.02,1
14264,5cfaae30-0264-4883-baef-a82f429debb2,CASH_OUT,137.52,251.83,114.31,145.46,282.98,0
5202,b1cc795f-4a5d-4ab9-8a2a-c1da4ed4a875,CASH_OUT,791.61,2259.61,1467.99,1997.25,2689.44,1
19220,babb866e-2ced-48df-bd80-7dc2ebaae40b,CASH_OUT,861.12,929.8,68.68,4616.09,5477.21,0
10313,732c5610-214c-43f9-8ea6-88dea9369c69,CASH_OUT,961.2,1075.4,114.2,2649.56,3610.76,0
14069,91038ec7-73c5-476b-8e52-cdb7e9af191b,CASH_OUT,3.94,196.94,193.0,645.17,649.11,0
12079,920ca22a-9197-49fc-a900-3eddd666abce,PAYMENT,35.87,134.87,98.99,2090.2,2126.07,0
903,7b49c54f-440d-48b8-a298-1304991fa381,CASH_OUT,71.85,154.31,82.46,2058.89,2130.74,0
10265,09f5b319-2c99-4a31-ba9c-4a323a50e919,CASH_OUT,339.23,397.53,58.3,1555.56,1894.78,0
17717,948ba1d6-2405-4977-8673-2c0c3b9aa617,CASH_OUT,721.24,767.56,46.32,2230.87,2952.11,0
14970,ff793e4f-1cd6-47da-b78e-46a101c3b923,DEBIT,777.78,792.49,14.71,874.86,1652.63,0
4584,2e36c3ef-af3a-4183-98ac-4caed1b8eafc,TRANSFER,2177.39,2195.45,18.06,190.9,2368.29,0
15117,a08d3894-8df2-4d04-872b-b64ac6395461,CASH_OUT,264.02,272.74,8.71,2759.31,3023.33,0
1481,05e69a99-1852-4e4c-84a0-76bb51d95758,CASH_OUT,4158.12,4208.15,50.03,9836.38,13994.5,0
4329,c71b2ea0-9527-43ad-8a43-33480753ca9f,CASH_OUT,1290.02,1388.34,98.33,1764.2,3054.22,0
17359,77a3a486-bbc4-40d3-b7cc-b38b91d4ea0f,TRANSFER,2913.95,2965.92,51.97,3339.56,6253.51,0
18468,5870edf0-23f7-4519-a4c9-ca585058a623,PAYMENT,79.18,126.63,47.45,926.28,1005.45,0
17151,0769957a-c36c-4d63-9fe9-4b39c50370f3,TRANSFER,3.49,229.84,226.34,111.0,114.49,0
6603,3b286775-9f16-41c7-a640-59e51bab766f,CASH_OUT,1255.77,1365.32,109.55,944.87,2200.64,0
17775,e0075706-a9c9-44b6-913f-be6be8819653,CASH_OUT,459.35,664.62,205.27,950.45,1409.8,0
15210,84def514-183a-47da-b9a1-a9b17fdb221c,TRANSFER,582.74,604.21,21.46,2943.12,3525.86,0
11242,02f9e45a-b594-49ab-a30d-ae4a6c574639,TRANSFER,113.78,130.35,16.57,3316.24,3430.01,0
474,005779fd-6f0c-4ca9-ba88-e7b40f87ed02,TRANSFER,25.88,94.93,69.05,2527.33,2553.21,0
10063,01baa2ba-4635-4649-9111-8c2dbc7e8255,TRANSFER,1081.43,1097.34,15.91,2582.48,3663.91,0
19827,6de77e36-4136-4e3a-bd16-2cfb49136faf,CASH_IN,1422.61,1434.32,11.71,1608.99,3031.6,0
14811,2c2ecdf0-3e9e-412f-aea8-061800a9a4bc,TRANSFER,2358.26,2522.66,164.39,5415.88,7774.14,0
18321,5b289c16-beee-4a05-9541-5532c3477498,CASH_OUT,1766.43,1815.19,48.76,326.57,2093.0,0
935,7ea15d7c-5459-4c2e-bff3-02f1ed3860d3,TRANSFER,189.92,196.7,6.78,154.55,344.47,0
5744,82534c3e-4386-4532-9a6b-a8e221f40df2,TRANSFER,676.68,2080.94,1404.26,632.52,905.81,1
2251,1b9d4404-fda0-4a4d-bb23-f722304c3231,TRANSFER,370.65,607.29,236.65,2691.67,3062.31,0
2617,fbd29805-0f7f-4c12-9034-4afe7c8502c6,CASH_OUT,754.31,774.55,20.24,1679.67,2433.98,0
6888,e94f5419-5fca-409d-80e3-aab2baf21b06,CASH_OUT,1513.75,1818.4,304.65,239.15,583.14,1
1438,db610cf1-1543-48dc-a7b7-30a6c3780894,CASH_OUT,1548.48,1602.43,53.96,1581.11,3129.59,0
16973,072889c1-3799-4b2d-9ab1-a0c7b5d42c93,PAYMENT,491.99,632.21,140.22,1381.91,1873.9,0
17211,b4386252-c453-4f20-a5c9-43986002788c,CASH_OUT,692.47,747.03,54.57,4605.57,5298.04,0
13370,95c50292-83bc-4485-b900-542a5ec150fc,CASH_OUT,540.7,649.35,108.65,5761.13,6301.83,0
6354,8d0d6c16-f3f2-42b8-92fd-ab30c61e2092,TRANSFER,16.64,117.64,101.0,211.98,228.61,0
10452,ec6dbacd-10b8-407b-997a-d6215bea63e2,CASH_OUT,960.22,1009.25,49.03,496.75,1456.97,0
13541,a32b7e24-7dd3-4788-8b52-056ac98b622d,CASH_OUT,693.3,761.17,67.87,2229.78,2923.07,0
14570,e8c79440-3090-4fa8-a218-43f0a24f9ed5,CASH_OUT,3697.23,3700.62,3.39,5169.57,8866.79,0
3216,88bc401f-9871-43ad-a097-b0458645972d,TRANSFER,1856.24,1905.13,48.88,6882.05,8738.29,0
6841,e7816d6f-aa89-46fc-ab6d-7e7a8361a86c,PAYMENT,2196.25,2230.75,34.5,524.77,2721.02,0
10996,13d53d31-feb7-4ed4-a9cc-bb7e123ebdac,CASH_OUT,816.18,822.0,5.81,2648.63,3464.81,0
18058,cf121cb4-d7b4-44f8-b252-a214a2e69e03,DEBIT,1092.16,1223.4,131.24,338.99,1431.15,0
15339,0647eda9-6530-44d2-8aaf-4f65c129f790,TRANSFER,5.25,74.24,69.0,375.27,380.51,0
10286,1ee92b66-0062-45e7-bbc7-04dc34dbf566,TRANSFER,570.36,593.11,22.74,4208.94,4779.3,0
15381,88d0cc5e-a801-46d0-ab4e-b051f8ef465f,CASH_OUT,2841.25,3023.53,182.29,4651.93,7493.18,0
16409,eac70444-4814-4db2-8436-63c42d4dbee4,CASH_OUT,386.63,390.99,4.37,4075.49,4462.12,0
16970,43ce6045-3621-4ff0-b97f-c67c685270ae,PAYMENT,319.28,566.19,246.91,1110.61,1429.88,0
2990,51016fac-bd18-4509-9503-922081139787,CASH_OUT,6619.15,6741.5,122.36,481.46,7100.61,0
17373,d70aeefa-d51e-4db7-ad4b-876ef6709cdf,CASH_OUT,199.66,250.08,50.41,989.29,1188.96,0
10143,24569e2d-1074-4300-94db-e9ebe8125a72,CASH_OUT,120.79,315.35,194.56,1966.3,2087.09,0
5028,9b37d253-1696-4847-954b-ac8b092c4f5c,DEBIT,1638.63,1752.86,114.23,2937.81,4576.44,0
18244,997ad2fb-0407-48c7-836a-3616d9bbabdd,DEBIT,2550.99,2611.75,60.76,576.05,3127.04,0
10131,5fecb0f0-cc15-4e4c-8ccf-78f93a512df6,CASH_IN,108.16,168.23,60.07,2460.26,2568.41,0
3364,e605d3e3-10c0-471a-990f-af288adba58a,TRANSFER,146.76,186.97,40.21,1073.66,1220.42,0
16534,7e4e4e70-5a54-4bfa-ae65-ba423f2cc39e,PAYMENT,1089.29,1092.43,3.14,1108.96,2198.25,0
5293,e9ad93db-b2eb-426d-abb7-b641aa185e5e,TRANSFER,778.08,851.05,72.97,53.74,831.82,0
14168,70e11e68-fad4-4c92-913c-b4c2fd98ac6f,CASH_OUT,1242.95,1353.08,110.13,7149.58,8392.53,0
12282,b4c481f7-917b-43e5-899a-96818aaa5b9a,CASH_OUT,348.45,528.86,180.4,2503.45,2851.91,0
7244,bf2da483-3509-4878-b97a-d87603ec3465,TRANSFER,1172.4,1355.22,182.82,2962.1,4134.5,0
762,a92afc70-eba1-4668-aae2-6210eda80521,CASH_OUT,299.17,325.51,26.34,4596.15,4895.32,0
2387,2cf1ab6a-a60a-4e15-93bc-e1062c83e86a,CASH_OUT,525.5,1404.47,878.98,701.27,962.78,1
15167,74d7f04f-a4cf-48c3-a9fd-e594fae38160,CASH_OUT,800.04,996.55,196.51,83.42,883.46,0
19870,737c1957-e46a-40a2-9cc7-c58a06a53aee,CASH_OUT,2240.15,2358.22,118.06,274.1,2514.25,0
15851,29ea0fd5-d4dd-4f64-a071-8590e0f16c8a,CASH_OUT,748.19,890.27,142.08,529.46,1277.65,0
8691,b0a0b5ed-390a-4247-a070-bc23c739985f,TRANSFER,577.99,645.71,67.71,45.5,623.49,0
6194,2ac22852-aadd-4287-8be7-77ff9eccf4b8,CASH_OUT,736.94,791.66,54.72,3145.18,3882.11,0
15718,c069da7e-4d71-4a38-b6c9-70999d89b096,CASH_OUT,19.96,53.17,33.21,2690.29,2710.25,0
16199,e62b1ac0-ea4d-4fb2-bcef-bf28b23f8548,DEBIT,288.27,484.45,196.18,1620.61,1908.89,0
12453,9fd13f98-5ad5-47c8-973e-f5db5d926a52,CASH_OUT,437.76,447.74,9.98,1675.56,2113.32,0
18346,18c02012-672e-4ef0-91d6-08938f3aac73,CASH_OUT,1787.66,1794.14,6.48,1339.34,3127.0,0
444,102a16b0-fea3-4393-9868-ccdde74bb2be,CASH_OUT,1152.28,1215.96,63.68,3209.58,4361.86,0
17839,e19ec000-5ae8-41a4-b69b-36e914c16617,TRANSFER,696.45,728.7,32.25,940.45,1636.9,0
10947,9c48697a-3b17-4db9-b4e2-de5041ceb399,TRANSFER,1393.15,1397.76,4.61,3067.6,4460.75,0
4695,76010e40-8282-4401-ac4d-04160c02cf9d,TRANSFER,970.34,1125.32,154.99,536.64,1506.98,0
8338,2b4c89cc-8ec9-4ed5-ba39-6bc6cfa9709b,CASH_OUT,4.5,166.91,162.41,1651.35,1655.85,0
5024,6f6658ef-ded2-447b-b52c-a6a2d636957a,PAYMENT,561.47,674.7,113.22,15.11,576.58,0
14065,53acab5b-9c7a-4622-8849-a56c4b28dd91,CASH_IN,1507.04,1534.52,27.48,3407.6,4914.64,0
4515,c51d4471-7d2c-4ec5-bdea-fdde832f02a8,CASH_OUT,273.51,330.68,57.17,365.76,639.27,0
15205,9907ee9c-1de9-4345-aeec-a7ff98902b1c,TRANSFER,1595.45,1667.3,71.84,171.3,1766.75,0
5,8ab77037-b594-4f95-ba8c-7c654cfc15a6,TRANSFER,1024.03,1123.28,99.25,4982.5,6006.53,0
16912,f8322234-cd17-4fa6-838d-f2efafdd5430,CASH_OUT,2440.57,2444.71,4.14,467.54,2908.1,0
8494,17e4b8a2-00ec-444b-b476-a78532c08fe0,TRANSFER,30.6,68.59,37.99,2493.3,2523.9,0
8964,c51bb66e-9648-4a80-aaac-5773d50c6bf4,TRANSFER,1499.72,1552.15,52.43,5039.1,6538.82,0
3752,dbb29bd4-dfcd-42c6-aea8-e8c2c0e0d585,TRANSFER,866.14,2420.3,1554.16,1568.25,2145.48,1
16404,e4b3803f-eca9-4d5a-a98a-163388ded975,PAYMENT,1369.46,1429.94,60.48,1296.15,2665.61,0
3051,1c5b943a-ce15-4001-a790-3bc6426afa1a,CASH_OUT,2982.95,3004.47,21.52,927.2,3910.15,0
16929,3389834d-37a9-4557-82cf-9d94f9bb4c27,CASH_OUT,70.88,107.84,36.96,172.42,243.3,0
11925,20504c8f-00af-4711-b9be-41efcc92c29f,PAYMENT,1827.77,1956.61,128.84,399.32,2227.09,0
1934,89fb87d2-2ad2-4bc2-9088-6d83d3d23cab,CASH_OUT,74.93,260.8,185.87,331.35,406.28,0
4218,783a525a-1636-4470-af42-f46de6524d32,CASH_IN,1827.61,1833.85,6.24,13.32,1840.93,0
14305,b906a145-d668-4536-b5c9-f852670226df,CASH_IN,415.34,418.37,3.03,5103.48,5518.82,0
13243,a67c1da6-3ee3-4edf-8b06-a0fe807153a1,TRANSFER,1242.17,1267.48,25.31,5838.85,7081.02,0
2931,815ddbd8-b7ba-44c5-8f40-4750cfb64560,TRANSFER,45.12,77.11,31.99,2201.75,2246.87,0
4157,c764700f-25af-4bf4-b6f8-823b42f99eaa,CASH_OUT,2303.45,2355.97,52.52,2405.82,4709.27,0
18295,a998b248-e649-4585-a2c7-bb09c5992745,CASH_OUT,4206.99,4284.86,77.87,1873.16,6080.15,0
8880,32dc7ba5-9bec-4476-894b-fcfa52825ed2,CASH_OUT,1503.18,1564.34,61.16,1387.29,2890.47,0
1287,49cd2278-0a0b-4318-9c22-5a028ce431c1,PAYMENT,1401.94,1530.59,128.66,79.79,1481.73,0
305,3a80d655-f6f3-4f1a-bae4-ccbf9b93e8da,TRANSFER,21.65,111.55,89.9,777.88,799.53,0
10772,d1a10269-23b9-45a6-8251-340371a1850e,CASH_OUT,931.34,976.44,45.1,442.89,1374.23,0
3633,78fbad4d-93ee-4dbb-9180-d30d5166d169,TRANSFER,1569.1,1679.67,110.57,879.54,2448.65,0
6281,487ce93b-3245-4ad7-a552-152a8a4785fb,TRANSFER,522.95,524.02,1.07,11.9,534.85,0
3578,78f8911a-c0b2-4ee8-add2-300214fd4968,PAYMENT,1704.04,1705.75,1.71,283.65,1987.69,0
4339,219de5c6-6d84-4707-a55d-2ce894b8bc70,CASH_OUT,145.7,329.45,183.76,1832.78,1978.48,0
1775,8b747d1e-251b-453f-ab06-1e4ec1b178ad,TRANSFER,3658.81,3684.05,25.24,207.17,3865.98,0
4883,5180520c-0803-4aef-ad78-78dd6d4d4af7,CASH_IN,144.28,193.11,48.83,789.3,933.57,0
9256,e693ad0e-e459-4ed8-b17f-d988adc990f2,TRANSFER,180.09,226.63,46.54,333.04,513.14,0
7963,a73d67d4-c0ef-4f06-b95e-6bffa0d1d6a4,CASH_OUT,680.01,732.33,52.32,1047.88,1727.89,0
19714,7d4341b3-caf6-4905-b52e-72869db92ae5,TRANSFER,399.12,444.72,45.6,1109.23,1508.35,0
10160,6a0c47e9-d296-419f-a2df-6cbdfc18ded5,TRANSFER,229.99,279.44,49.45,1480.07,1710.06,0
18127,cb090169-e44a-471a-90ce-b729cfd4baf9,TRANSFER,709.42,749.63,40.21,149.3,858.72,0
7367,78b873f6-6e67-458a-94e1-35b8b3de5b7c,TRANSFER,1864.01,1915.0,50.99,3115.74,4979.75,0
827,c7a517df-8d67-420e-81aa-6c25d3a562a1,CASH_OUT,26.9,260.65,233.75,4114.74,4141.64,0
46,906a2cbd-8416-4566-9f86-a980ec15dbee,DEBIT,341.08,398.36,57.28,372.59,713.67,0
16137,5deda4f0-a556-4ea4-baba-ad437576fd65,CASH_OUT,493.62,672.27,178.65,6241.86,6735.48,0
11761,05d767d1-473c-451e-9199-849cd81c21be,CASH_OUT,454.32,1709.01,1254.69,583.13,683.64,1
2881,9d2db131-dc5c-478c-b803-0d271cf27df7,TRANSFER,2294.26,2297.02,2.76,1834.85,4129.11,0
17995,fe74b430-831c-4ec2-9dab-ecfa9b0f509a,PAYMENT,614.22,712.99,98.78,1117.03,1731.24,0
13746,66810f5c-63b3-45a6-8257-a79b47e1da24,PAYMENT,376.08,481.75,105.67,309.63,685.71,0
8024,12aaedbd-13a5-442e-8f5c-d7bd8e27e5db,CASH_IN,129.26,152.73,23.46,87.02,216.29,0
11289,ec704867-62ac-4238-bcd0-3d963cdfd776,TRANSFER,426.64,461.28,34.64,6548.74,6975.38,0
9589,03d55ddc-ee6a-48bc-ba02-6f650e6eb61c,CASH_OUT,2477.77,2494.43,16.66,1921.76,4399.53,0
8970,213c5808-7669-4d1d-af76-4973cf5de1dc,TRANSFER,2543.82,2585.96,42.15,1837.38,4381.19,0
11051,4e8099fd-aba9-4daa-89d7-ea50f06bfe25,CASH_OUT,164.31,260.61,96.29,1132.77,1297.08,0
18226,304e2ebd-8fcc-445d-b1fa-216cfc5d3d64,TRANSFER,308.04,372.69,64.65,305.82,613.85,0
8649,5965a583-6a3e-481a-9f02-a8c218f8c6f3,TRANSFER,1011.51,1227.08,215.56,1111.29,2122.8,0
11805,48ebc770-2b01-4d67-bd2c-8236a35ba87b,TRANSFER,765.68,1003.52,237.83,1131.35,1897.03,0
15484,0692b52d-6582-47ed-8267-156254bbcb53,TRANSFER,263.53,512.19,248.66,886.65,1150.18,0
