step,transactionID,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
11531,1ea2d39c-1a19-49be-81d0-3b0b64a2ffce,CASH_IN,73.3,81.34,8.03,3480.98,3554.29,0
9956,a7c18402-1e9b-458e-b2f2-fda0f6a8df1b,TRANSFER,115.29,243.34,128.06,1393.57,1508.86,0
2506,c8ebb09c-a09c-450e-8ea3-15527fbff209,TRANSFER,1339.91,1532.74,192.84,554.89,1894.8,0
3205,c487f6da-4f9c-418f-8e8e-7276baf3d645,CASH_OUT,1087.86,1119.19,31.33,516.5,1604.36,0
15005,a6f8f420-1e31-41a8-99cb-8add29d494ed,TRANSFER,131.34,138.98,7.64,2722.71,2854.05,0
2206,6a7979c1-4e80-4715-b46e-8da877d61fc5,CASH_OUT,463.35,666.36,203.01,1829.87,2293.22,0
14746,f5ba7e0f-33d0-477b-b41e-47cb68f67b06,CASH_OUT,591.02,624.12,33.1,766.96,1357.98,0
15143,f44c38ec-8b53-4b14-8e62-b0553c057991,CASH_OUT,522.69,581.76,59.07,252.39,775.08,0
1470,b05c0c9d-a33c-46b4-8392-d478ccf65f8e,CASH_OUT,179.33,231.48,52.16,5110.97,5290.3,0
15505,fa0b34ed-91d2-41ee-93f8-b8d6ec93cc83,CASH_OUT,56.95,142.27,85.32,701.01,757.96,0
9508,b0f7f2ee-5481-45a5-8651-9948ec1da96a,TRANSFER,3129.66,3242.25,112.6,1716.33,4845.98,0
2938,efc64aed-8348-48a4-8be8-63f2c61137a3,CASH_OUT,382.53,480.62,98.08,381.4,763.94,0
2335,0ed357dd-72e5-46ac-8304-95704cd35f18,TRANSFER,374.71,501.46,126.75,3831.08,4205.79,0
1832,538e2b56-37a8-4507-aaef-cb2e23e372a4,CASH_OUT,988.09,1157.71,169.61,11430.28,12418.37,0
19424,dcaa43be-3412-4fb7-ba4a-608a470e7f82,TRANSFER,2971.83,3022.77,50.94,2200.48,5172.31,0
1337,39e512f5-63dc-418f-8feb-d088fc55b799,TRANSFER,55.07,92.96,37.89,2771.68,2826.75,0
3035,e7a4a4e6-4433-4431-babf-9f29efb4c4f1,TRANSFER,843.38,923.56,80.18,34.07,877.45,0
13660,df9a2341-7422-47cb-9967-5e49e63501d3,PAYMENT,316.26,495.7,179.44,215.74,532.0,0
10355,4a871b4c-4a4f-4c27-9740-562a941d8a21,CASH_OUT,47.07,76.77,29.7,1580.12,1627.19,0
19723,7666b014-d8de-4882-ba31-f49f334e6eaf,CASH_OUT,1518.16,1566.71,48.55,8657.63,10175.79,0
14351,10c1d91f-d2fc-4a91-b91b-b9a71f9950a3,CASH_OUT,668.02,730.17,62.14,873.46,1541.48,0
17989,334d5e59-7fb1-42e1-b3c3-faf82a78460f,CASH_OUT,5327.52,5406.92,79.4,9109.72,14437.24,0
12468,72196465-4958-4fb3-b0f8-5c5d90f41816,CASH_OUT,954.94,958.16,3.21,1163.21,2118.16,0
10032,fa501b0b-9d39-45bb-bf3a-dc532dd10939,CASH_OUT,2733.17,2863.08,129.91,2108.28,4841.44,0
11899,1db227a4-642f-41b1-a203-5dbd4b18fa1e,TRANSFER,957.25,1188.97,231.72,1160.11,2117.36,0
10820,1dfd7bab-c3c9-4a7b-b4c2-e37a7d3405ea,TRANSFER,129.34,208.37,79.04,79.17,208.51,0
19439,9cd715d9-e7e8-4cdb-b260-fa758b2ef624,TRANSFER,1078.23,1090.79,12.56,1733.55,2811.78,0
2080,067d27ed-28be-4ede-b2f2-11bf6a8b03fa,CASH_OUT,1491.8,1637.82,146.02,4479.42,5971.22,0
12105,382488da-0ac0-46e6-a210-8d7f095c1167,CASH_OUT,20.33,79.92,59.59,558.45,578.79,0
676,b956e379-3e2a-40a1-ab12-4413e59d999b,TRANSFER,1368.5,1851.38,482.88,4490.38,5157.99,1
11677,fef9990a-c36a-44a5-956f-785058cb0501,CASH_OUT,851.57,960.1,108.53,1178.33,2029.9,0
329,9a5f193e-c0d6-46b4-9856-ce8659acc936,TRANSFER,230.72,311.45,80.73,636.49,867.21,0
807,ddeff2e3-189a-4e46-ab18-5228c90327f4,CASH_OUT,1741.8,1785.24,43.44,1215.97,2957.78,0
18144,120108e3-ba0d-41e9-9792-aefd448e3aef,DEBIT,24.95,107.36,82.42,5760.06,5785.01,0
8835,422a2ec3-df7a-408f-ba42-2e68ed7d8a56,TRANSFER,256.13,321.92,65.79,892.83,1148.96,0
866,d0b777fe-c92f-4c9e-88b7-a1edb902a048,CASH_OUT,869.92,1001.77,131.85,761.11,1631.03,0
4106,97a860c2-8225-43d4-989a-41ac7b3269de,CASH_OUT,2044.62,2085.67,41.05,4255.1,6299.72,0
2714,c593bb5e-3724-4d75-bb87-d0855d8cd58a,CASH_IN,898.76,970.98,72.22,4985.76,5884.52,0
5217,6e99a4a0-3be2-4bb8-bec8-b2b272bd17be,TRANSFER,99.63,166.15,66.52,410.79,510.42,0
578,b1f64576-1422-4bf0-ab82-fba064193e9c,CASH_OUT,558.21,571.91,13.7,3699.16,4257.37,0
10072,1e382c68-a3fc-4b90-8804-bf26aff0296e,CASH_OUT,1999.04,2018.04,19.01,763.43,2762.47,0
4753,3c8192af-5137-4bc7-babd-08bb54f9a213,CASH_OUT,372.99,411.84,38.85,12118.83,12491.82,0
9300,885b21fb-60a0-4834-aa59-129e7118da8b,TRANSFER,207.95,249.55,41.59,4408.12,4616.07,0
5220,b77493e3-b4aa-4474-a0bf-5ee11a925296,CASH_OUT,121.05,172.77,51.72,1217.74,1338.8,0
17916,ece18e71-cbc8-4ad1-b75a-2393d14d37c6,CASH_OUT,976.89,1923.82,946.93,126.91,725.59,1
19296,60677df9-ae3c-4bc0-af50-29a20048f7f1,TRANSFER,960.65,1111.3,150.65,965.64,1926.29,0
18535,ac64366c-bfac-4a7f-8497-d4d8b82431d6,CASH_OUT,1228.85,1390.25,161.4,688.99,1917.85,0
4320,0dee4943-4988-44c6-a2c2-db21161f29f9,CASH_OUT,60.51,150.3,89.79,1762.86,1823.37,0
308,ad85b9c8-b763-40ee-9c02-307f54581306,TRANSFER,854.15,877.99,23.83,153.14,1007.29,0
4293,e15a3eaa-3abb-4e3a-9e10-6ee2fe7e2b9f,PAYMENT,900.85,1030.87,130.03,1456.44,2357.29,0
18346,ea2914e5-e48d-4061-908b-45bae7871273,TRANSFER,639.39,726.37,86.98,1034.54,1673.93,0
12914,4cd6ee30-05f1-453c-ab94-ea78f1744fd6,TRANSFER,24.27,54.6,30.33,1977.9,2002.17,0
9931,c460599b-a801-4621-8f28-a6d89e29fcde,TRANSFER,210.77,220.62,9.85,674.47,885.24,0
8615,ec53c177-4bae-45da-b353-4bb39c074421,TRANSFER,1449.75,1589.88,140.12,3177.47,4627.22,0
5431,62f427a3-bbe6-41c4-b866-be9caca27fb4,TRANSFER,378.32,442.46,64.14,572.58,950.9,0
13113,5e982bf4-e4a4-4325-99e6-52941f6af18c,TRANSFER,486.73,606.26,119.53,2858.35,3345.08,0
15297,0c9ff40c-d867-4efb-ba5f-d7ab6086e0fd,CASH_OUT,8.59,72.64,64.05,582.36,590.95,0
770,286470c8-f715-4ded-9f7b-8392928c742f,CASH_OUT,1551.9,1567.61,15.71,429.33,1981.23,0
18376,94501861-2ac9-40f2-9402-c666412e6aec,TRANSFER,2025.24,2080.67,55.43,741.18,2766.42,0
3466,364ecf15-5199-4b06-884e-0cace38b39f8,TRANSFER,32.87,101.69,68.83,8814.85,8847.72,0
6273,34f5fae4-ec1f-4b9f-b16c-ab5944c833ea,TRANSFER,19.01,92.85,73.84,482.02,501.03,0
8770,b0d242c4-a62e-4b21-bbe1-ab7bf1888e74,CASH_OUT,39.95,105.53,65.58,2377.86,2417.81,0
5206,7ad37a49-b449-41cb-9f87-45904de7058a,PAYMENT,409.42,536.63,127.22,507.95,917.36,0
18871,0ef8b3c1-de09-4093-9aa1-600fc8bb7633,DEBIT,1273.62,1417.22,143.6,1143.57,2417.19,0
1777,b489e447-ee1c-439d-a501-62394fee82a1,TRANSFER,1269.71,1323.57,53.86,500.54,1770.25,0
18718,231313c0-1a0d-4629-b60e-abb829786935,PAYMENT,2193.46,2299.38,105.92,351.37,2544.83,0
10902,3e38eca7-7686-4f8c-ad90-61e6f11a71f9,CASH_IN,437.78,458.34,20.56,639.54,1077.32,0
3541,e14ca0c3-5e98-41c5-8f6c-9d00335f30d4,TRANSFER,1322.33,1415.43,93.1,3711.96,5034.29,0
12033,344c8bea-da41-464c-863b-24a09decdab2,CASH_OUT,1138.0,1200.2,62.2,3617.34,4755.34,0
15844,3ce611f2-cf7e-454b-81ef-40d78c4575ad,CASH_OUT,938.52,3065.83,2127.31,1278.72,1984.05,1
16627,26e5a52c-ce4c-4f26-ae52-3dda8adff9a2,CASH_OUT,1228.92,1266.29,37.38,386.05,1614.97,0
4120,4c854fbe-ecab-42ad-874f-0ddd1bb50d91,CASH_OUT,261.43,436.61,175.17,1809.55,2070.98,0
17720,2685813d-bdcc-4394-bd97-75b3f2a5269a,CASH_IN,217.79,262.82,45.03,452.98,670.77,0
9234,0ada1e18-f019-4290-8f96-4f7e54b5a472,CASH_OUT,1078.76,1088.37,9.61,1520.79,2599.55,0
11150,f67bc479-60c8-4677-83cb-0cd6f0b53ff2,TRANSFER,1144.39,1154.51,10.12,5659.75,6804.15,0
17092,abe521c9-f16f-48e6-b91b-734dd93f5bb6,TRANSFER,21.45,239.75,218.3,137.33,158.78,0
757,f1f1aa7e-cacf-4b65-88cb-804e18835f8e,CASH_OUT,1960.88,2013.0,52.12,4374.68,6335.56,0
2519,4d4fe0d7-d905-484a-9d18-4106589b72d7,CASH_OUT,3501.28,3614.07,112.8,117.63,3618.9,0
2762,fc52f7a1-d417-4698-9278-03edf22c7296,CASH_OUT,496.6,612.56,115.95,1532.27,2028.87,0
